ensembl_gene_id,gene_symbol,gene_type,gene_set,symbol_mapping_count,n_samples,zero_n,below_0_1_tpm_n,all_zero,near_zero_expression,near_zero_log_variance,mean_tpm,median_tpm,max_tpm,mean_log2_tpm1,sd_log2_tpm1,p05_log2_tpm1,p95_log2_tpm1
ENSG00000236424.7,TSPY10,protein_coding,other,1,113,113,113,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000236425.1,AC069213.2,processed_pseudogene,other,1,113,68,69,False,False,False,0.11485398230088496,0.0,2.6148,0.1312293821030396,0.24057751656047785,0.0,0.4450273969573107
ENSG00000236426.5,AL583824.1,lncRNA,other,1,113,40,90,False,False,False,0.05921858407079646,0.0403,0.3938,0.07994460138774151,0.09221576044676061,0.0,0.2689610040265023
ENSG00000236427.1,AL589986.2,lncRNA,other,1,113,61,62,False,False,False,0.18394159292035397,0.0,4.1169,0.19097508903590804,0.3338741896017748,0.0,0.6582549924083705
ENSG00000236429.1,GPM6BP2,unprocessed_pseudogene,other,1,113,113,113,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000236430.1,KRT8P29,processed_pseudogene,other,1,113,43,90,False,False,False,0.05766194690265487,0.0397,0.3955,0.07772124165239651,0.09372290240318185,0.0,0.2901870395350242
ENSG00000236431.1,AC009237.8,processed_pseudogene,other,1,113,2,2,False,False,False,7.981029203539823,5.0336,68.4346,2.646060322633365,1.221003777034138,0.7258792491210376,4.6270884193963155
ENSG00000236432.8,MFF-DT,lncRNA,other,1,113,0,6,False,False,False,0.30928672566371684,0.2714,0.92,0.3783398229378285,0.17097730842224435,0.13686833784805455,0.680057759367522
ENSG00000236433.1,RPL37P21,processed_pseudogene,other,1,113,113,113,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000236434.2,AL162430.2,lncRNA,other,1,113,21,24,False,False,False,0.3827159292035398,0.2427,2.1301,0.413059810188487,0.3760623803508676,0.0,1.1441280658497754
ENSG00000236435.1,TSPY12P,unprocessed_pseudogene,other,1,113,113,113,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000236436.1,LINC02850,lncRNA,other,1,113,110,113,False,True,False,0.0012469026548672566,0.0,0.0824,0.0017439024822445233,0.012327993498598554,0.0,0.0
ENSG00000236437.1,LINC02151,lncRNA,other,1,113,107,109,False,True,False,0.022600000000000002,0.0,1.4719,0.023519842530796888,0.13893773709743412,0.0,0.032099332036847436
ENSG00000236438.7,FAM157A,transcribed_unprocessed_pseudogene,other,1,113,0,15,False,False,False,0.452470796460177,0.3288,2.7115,0.4881150568206263,0.35866254162338473,0.06953718506425433,1.0725072347399107
ENSG00000236439.4,AC099336.2,processed_pseudogene,other,1,113,0,0,False,False,False,39.865778761061954,21.4693,228.2755,4.683296340745776,1.3316860499094172,2.9551857279666107,7.44771770611624
ENSG00000236440.1,COPRSP1,processed_pseudogene,other,1,113,90,96,False,False,False,0.026359292035398232,0.0,0.2335,0.035547039416681275,0.07450839434904608,0.0,0.1912978319272784
ENSG00000236442.1,ANKRD54P1,processed_pseudogene,other,1,113,94,96,False,False,False,0.04353982300884956,0.0,1.7581,0.04902785707812935,0.16655195228988567,0.0,0.20032542577219795
ENSG00000236444.5,UBE2L5,protein_coding,other,1,113,1,23,False,False,False,0.2024424778761062,0.1887,0.6291,0.2590468199461146,0.1395188006237503,0.06526815294084651,0.5339171974128772
ENSG00000236445.5,LINC00608,lncRNA,other,1,113,75,113,False,True,False,0.0067318584070796455,0.0,0.0508,0.009591857109719238,0.0158493802698255,0.0,0.042699945676659586
ENSG00000236446.3,CT47B1,protein_coding,other,1,113,107,112,False,True,False,0.0044672566371681405,0.0,0.2361,0.006043282649075067,0.032487183247792886,0.0,0.022744377218699898
ENSG00000236447.2,ATG10-IT1,lncRNA,other,1,113,106,108,False,True,False,0.011901769911504425,0.0,0.6392,0.014764728658324155,0.07620265773837946,0.0,0.10336931737639615
ENSG00000236449.2,AC010894.2,lncRNA,other,1,113,8,78,False,False,False,0.3773097345132744,0.0477,5.0038,0.29646077955356026,0.5784191180884979,0.0,1.8508716544750519
ENSG00000236450.1,AL590399.6,processed_pseudogene,other,1,113,112,112,False,True,False,0.0030150442477876105,0.0,0.3407,0.0037432429253691757,0.039614759509715006,0.0,0.0
ENSG00000236451.3,AC067956.1,lncRNA,other,1,113,31,96,False,False,False,0.0748353982300885,0.0205,2.6492,0.08435084879460522,0.20081940963167805,0.0,0.30910290690110404
ENSG00000236452.1,AC123023.1,lncRNA,other,1,113,36,43,False,False,False,1.4199000000000002,0.2572,29.568,0.7118579517731402,0.9923426356185631,0.0,2.899724072206438
ENSG00000236453.5,AC003092.1,lncRNA,other,1,113,45,76,False,False,False,0.10611592920353982,0.053,1.5818,0.12980746918527641,0.1959761199295646,0.0,0.4924132685413185
ENSG00000236456.1,AL035458.1,processed_pseudogene,other,1,113,0,0,False,False,False,4.022046902654868,3.1601,17.0329,2.102205027060384,0.8006366846159927,0.8379432133029215,3.5239156934681652
ENSG00000236457.1,AC090617.1,lncRNA,other,1,113,95,95,False,False,False,0.04002831858407079,0.0,0.7229,0.04982453636681502,0.13279728699198895,0.0,0.2791369995179606
ENSG00000236459.1,HNRNPA1P22,processed_pseudogene,other,1,113,23,56,False,False,False,0.2532247787610619,0.1013,4.8304,0.2601578660852895,0.3711947359340676,0.0,0.9854878290463728
ENSG00000236460.1,SNX2P2,processed_pseudogene,other,1,113,108,108,False,True,False,0.012763716814159292,0.0,0.7831,0.015166924373415087,0.08754543791559653,0.0,0.0
ENSG00000236461.1,AL162425.1,lncRNA,other,1,113,95,112,False,True,False,0.006751327433628319,0.0,0.1107,0.00949404348396522,0.024590867978592043,0.0,0.057769493210006274
ENSG00000236463.1,LINC00427,lncRNA,other,1,113,31,32,False,False,False,0.2640141592920354,0.1963,1.138,0.3110416309995539,0.27411092520284697,0.0,0.845041115198419
ENSG00000236464.1,LINC02559,lncRNA,other,1,113,112,112,False,True,False,0.0020035398230088494,0.0,0.2264,0.0026055717000825493,0.0275747789662648,0.0,0.0
ENSG00000236466.2,AL035670.1,lncRNA,other,1,113,52,111,False,True,False,0.01895486725663717,0.0088,0.5477,0.02551933986751242,0.06344156697040061,0.0,0.08193689294522179
ENSG00000236467.8,KCNMA1-AS1,lncRNA,other,1,113,32,100,False,False,False,0.049263716814159295,0.0139,0.5735,0.06282339373985332,0.1311049617946535,0.0,0.3609717556290256
ENSG00000236468.1,AC099335.1,processed_pseudogene,other,1,113,7,46,False,False,False,0.19492920353982301,0.1311,1.7488,0.23084884565710959,0.24961742543784157,0.0,0.5303746925666204
ENSG00000236469.1,AC007881.2,lncRNA,other,1,113,72,86,False,False,False,0.06878584070796459,0.0,0.8172,0.08760450427119465,0.1492234007810814,0.0,0.39154856019427586
ENSG00000236471.1,AF127577.5,lncRNA,other,1,113,34,38,False,False,False,0.2796309734513274,0.1573,3.368,0.3032553018240941,0.3513083544195306,0.0,0.9223320504760126
ENSG00000236472.1,AC002401.1,lncRNA,other,1,113,80,84,False,False,False,0.05443539823008849,0.0,0.458,0.07047603441589848,0.12788098401954182,0.0,0.34836834086663876
ENSG00000236473.1,KRT43P,unprocessed_pseudogene,other,1,113,98,107,False,True,False,0.01859026548672566,0.0,0.4706,0.024209894867792424,0.07932783438160584,0.0,0.14663133512234502
ENSG00000236474.1,GCNT1P1,processed_pseudogene,other,1,113,50,91,False,False,False,0.07318230088495575,0.0392,0.4776,0.09490246616672235,0.13782522146839368,0.0,0.43334982091015434
ENSG00000236475.1,TRIM26BP,unprocessed_pseudogene,other,1,113,66,85,False,False,False,0.0708070796460177,0.0,0.743,0.09087633613750912,0.14488598151179197,0.0,0.37667166156690673
ENSG00000236476.2,AL593856.1,processed_pseudogene,other,1,113,103,111,False,True,False,0.008631858407079645,0.0,0.2979,0.011593090325622973,0.04678342791097125,0.0,0.08729574741038744
ENSG00000236477.1,RPS24P1,processed_pseudogene,other,1,113,112,112,False,True,False,0.0012911504424778762,0.0,0.1459,0.0017387712299319297,0.018401425044935176,0.0,0.0
ENSG00000236478.2,AC012513.2,processed_pseudogene,other,1,113,29,64,False,False,False,0.11235398230088495,0.0865,0.5989,0.1461338355192545,0.14377191840807071,0.0,0.4042508063536782
ENSG00000236480.1,PKMP1,processed_pseudogene,other,1,113,7,32,False,False,False,0.26004955752212394,0.1792,1.4816,0.30853300377699405,0.25842373838233723,0.0,0.8146894308471534
ENSG00000236481.1,LINC02195,lncRNA,other,1,113,17,18,False,False,False,2.064838053097345,1.302,14.3985,1.2525605889900464,0.9576219195857784,0.0,3.1431025017919763
ENSG00000236483.1,MTND2P40,unprocessed_pseudogene,other,1,113,32,59,False,False,False,0.15025486725663717,0.09,0.7112,0.1877828408432447,0.19674945948662612,0.0,0.6271052467267766
ENSG00000236484.2,RRM2P2,processed_pseudogene,other,1,113,44,72,False,False,False,0.10258584070796462,0.08,0.7495,0.1321855486395,0.15366150323096867,0.0,0.4660005117718125
ENSG00000236485.1,LINC01945,lncRNA,other,1,113,107,111,False,True,False,0.00505575221238938,0.0,0.1811,0.006890319986623401,0.032663830428161275,0.0,0.019182842958661604
ENSG00000236487.2,AC079168.1,processed_pseudogene,other,1,113,110,111,False,True,False,0.002678761061946903,0.0,0.1305,0.0036582715937711068,0.02365050018524827,0.0,0.0
ENSG00000236489.1,AC133473.1,processed_pseudogene,other,1,113,41,41,False,False,False,0.28709026548672567,0.1748,1.6366,0.31610480269379193,0.35400254885617155,0.0,1.0943248211764371
ENSG00000236491.1,AC234771.4,unprocessed_pseudogene,other,1,113,43,64,False,False,False,0.18945840707964604,0.0878,1.2733,0.2209547786577283,0.27714107760932305,0.0,0.7506610781303158
ENSG00000236493.2,EIF2S2P3,processed_pseudogene,other,1,113,5,10,False,False,False,0.3650884955752212,0.3207,1.6156,0.42585983940889677,0.2526789188791126,0.07732882788587338,0.8923346895642897
ENSG00000236494.2,AC008080.4,lncRNA,other,1,113,32,102,False,True,False,0.04853805309734513,0.0284,0.7425,0.06420725781353669,0.10317581949651008,0.0,0.16861191525463018
ENSG00000236495.2,AL158168.1,lncRNA,other,1,113,78,104,False,True,False,0.030664601769911502,0.0,0.6162,0.04059427258746139,0.08863226620800693,0.0,0.19869378085482722
ENSG00000236496.2,GPS2P1,processed_pseudogene,other,1,113,17,27,False,False,False,0.9129522123893804,0.6907,4.5372,0.7853210776224021,0.6480671423444964,0.0,1.8085823017241782
ENSG00000236497.2,LINC01744,lncRNA,other,1,113,99,111,False,True,False,0.006652212389380531,0.0,0.2154,0.00915537856876965,0.03363252317996046,0.0,0.05325390367168925
ENSG00000236498.1,AC107081.1,lncRNA,other,1,113,0,3,False,False,False,0.5864982300884956,0.5085,2.9903,0.6216805782231243,0.34049840049158897,0.18768916192180718,1.1467079428739784
ENSG00000236499.2,LINC00896,lncRNA,other,1,113,3,37,False,False,False,0.6226230088495575,0.2277,6.4166,0.5258304742745876,0.6099680114161045,0.03302898745496482,1.6715225230026671
ENSG00000236500.1,CD24P1,processed_pseudogene,other,1,113,103,103,False,True,False,0.03550619469026549,0.0,1.5602,0.03937753092437238,0.15808835257600437,0.0,0.3009540963858675
ENSG00000236501.6,AC074286.1,lncRNA,other,1,113,1,54,False,False,False,0.12870442477876107,0.1043,0.6168,0.1680782159708472,0.1345568533800108,0.0329752852010165,0.4108825875210331
ENSG00000236502.1,SIX3-AS1,lncRNA,other,1,113,31,45,False,False,False,0.8622946902654868,0.1972,8.8082,0.6315675296589682,0.7749938848046819,0.0,2.2097916673432025
ENSG00000236503.1,AC009784.1,processed_pseudogene,other,1,113,112,112,False,True,False,0.001004424778761062,0.0,0.1135,0.0013725801604044475,0.01452602303572525,0.0,0.0
ENSG00000236504.2,AC087499.5,unprocessed_pseudogene,other,1,113,97,105,False,True,False,0.019860176991150443,0.0,0.638,0.025530392124868566,0.08565350486648483,0.0,0.16413489942208065
ENSG00000236505.1,AL356379.1,unprocessed_pseudogene,other,1,113,97,97,False,False,False,0.09119823008849558,0.0,1.4882,0.0982977440431406,0.2596783080001311,0.0,0.6877146677684682
ENSG00000236507.2,BX470209.2,lncRNA,other,1,113,74,110,False,True,False,0.014937168141592922,0.0,0.4397,0.020060156257800353,0.05926372795622537,0.0,0.07329637102902188
ENSG00000236508.1,ATP13A5-AS1,lncRNA,other,1,113,34,36,False,False,False,0.39853982300884955,0.237,2.2349,0.4157904997737088,0.4221623976482509,0.0,1.1998442755862646
ENSG00000236509.2,RPL21P133,processed_pseudogene,other,1,113,73,78,False,False,False,0.11098495575221239,0.0,3.1806,0.12004062795888233,0.259785670703488,0.0,0.5534158656532103
ENSG00000236510.1,AC011284.1,lncRNA,other,1,113,70,88,False,False,False,0.05317079646017699,0.0,0.4609,0.07032438486095674,0.11038043773394982,0.0,0.3013345563373885
ENSG00000236511.2,LINC01231,lncRNA,other,1,113,33,101,False,False,False,0.13461061946902655,0.0182,6.2405,0.10205066485346555,0.3512653074350776,0.0,0.25927569750431867
ENSG00000236512.1,AL390026.1,processed_pseudogene,other,1,113,29,31,False,False,False,0.27985398230088493,0.1536,3.0889,0.3144662577405643,0.3206195932451725,0.0,0.8867445901374178
ENSG00000236513.1,AC074035.1,lncRNA,other,1,113,92,104,False,True,False,0.08158318584070798,0.0,5.8129,0.060115231642211255,0.28766158236667433,0.0,0.18482713313069288
ENSG00000236514.1,AL135791.1,lncRNA,other,1,113,2,5,False,False,False,0.8883858407079646,0.7101,6.5198,0.8194250558589864,0.4930175221069766,0.1981032199658786,1.6506859182855376
ENSG00000236516.1,KLF2P4,processed_pseudogene,other,1,113,60,80,False,False,False,0.186229203539823,0.0,2.625,0.1880767624519394,0.3680883333605379,0.0,1.1205105411824832
ENSG00000236519.1,LINC01424,lncRNA,other,1,113,3,8,False,False,False,0.5532026548672567,0.4991,1.7905,0.5990769163580697,0.3195790993352809,0.11743724376473756,1.1158974650250815
ENSG00000236520.2,GPC6-AS1,lncRNA,other,1,113,98,108,False,True,False,0.028299115044247786,0.0,1.2823,0.032074508188805785,0.1371145646670826,0.0,0.1262809768318856
ENSG00000236521.1,NPAP1P4,processed_pseudogene,other,1,113,98,113,False,True,False,0.0029778761061946906,0.0,0.0631,0.004233900018104679,0.012625701471207776,0.0,0.02627598481532574
ENSG00000236523.2,NPM1P40,processed_pseudogene,other,1,113,45,77,False,False,False,0.10446902654867256,0.0727,0.8888,0.1331236012471061,0.1657142292368779,0.0,0.47127521653972715
ENSG00000236525.1,AC007278.2,lncRNA,other,1,113,66,96,False,False,False,0.04278141592920354,0.0,0.4117,0.057152469904260685,0.09475507395020223,0.0,0.23216926066515275
ENSG00000236526.1,AL035448.1,lncRNA,other,1,113,5,25,False,False,False,0.4977017699115044,0.3275,3.4005,0.5033934123332845,0.44527922449879254,0.03719945076316677,1.277530582049489
ENSG00000236527.1,ARF4P2,processed_pseudogene,other,1,113,29,41,False,False,False,0.26172920353982304,0.1446,1.292,0.30083421636598096,0.3039558181256064,0.0,0.9412214665721189
ENSG00000236528.1,AL033528.2,lncRNA,other,1,113,34,72,False,False,False,0.09670000000000001,0.0727,0.4108,0.12771618572559218,0.12375958231707332,0.0,0.35425911899314555
ENSG00000236529.2,AC093582.1,lncRNA,other,1,113,0,3,False,False,False,1.0534061946902655,0.8824,4.4024,0.9349241033333379,0.5281717217180746,0.18495285134244863,1.9537913835642566
ENSG00000236530.2,KPNA2P1,processed_pseudogene,other,1,113,60,107,False,True,False,0.028525663716814156,0.0,0.1794,0.03956366357250266,0.05357037336324592,0.0,0.13843925153659933
ENSG00000236531.2,AC006013.1,lncRNA,other,1,113,106,110,False,True,False,0.021394690265486727,0.0,1.8623,0.020134998635366576,0.14496712114522053,0.0,0.08168961674330524
ENSG00000236532.6,LINC01695,lncRNA,other,1,113,26,97,False,False,False,0.05820265486725664,0.0183,0.7913,0.07461670196941,0.13495435653974577,0.0,0.3622594160138666
ENSG00000236533.1,RPS12P4,processed_pseudogene,other,1,113,29,30,False,False,False,0.4481265486725664,0.1901,10.3416,0.40316505397781927,0.5006271381068168,0.0,1.475527675073277
ENSG00000236534.1,H3P36,processed_pseudogene,other,1,113,3,4,False,False,False,1.3467256637168146,0.9475,12.9335,1.0495036841381717,0.6485101206086225,0.2751014379912014,2.3583184966411825
ENSG00000236535.1,RC3H1-IT1,lncRNA,other,1,113,72,76,False,False,False,0.08118318584070797,0.0,1.6069,0.0983936544805755,0.18595670564891784,0.0,0.4079577531264006
ENSG00000236536.1,AC003986.3,lncRNA,other,1,113,57,79,False,False,False,0.19601061946902656,0.0,4.4618,0.19220189491128456,0.37144016711393213,0.0,0.9201998145490892
ENSG00000236538.1,ZNF863P,processed_pseudogene,other,1,113,110,110,False,True,False,0.005840707964601769,0.0,0.4007,0.00740925344932467,0.05097792656344741,0.0,0.0
ENSG00000236539.3,HNRNPA1P54,processed_pseudogene,other,1,113,8,112,False,True,False,0.024676106194690267,0.0175,0.2253,0.03470723218742291,0.03590578530872077,0.0,0.09188256775192329
ENSG00000236540.7,AC006547.1,lncRNA,other,1,113,0,0,False,False,False,0.9913646017699114,0.8467,4.3172,0.9309593713007009,0.41304543033286084,0.346961994625466,1.6050656486782038
ENSG00000236541.1,VN2R9P,unitary_pseudogene,other,1,113,98,108,False,True,False,0.013154867256637167,0.0,0.2683,0.017797413399641953,0.053940738346009716,0.0,0.11445513594411148
ENSG00000236542.1,MED28P7,processed_pseudogene,other,1,113,52,73,False,False,False,0.11662831858407079,0.0802,1.8305,0.13945510291284668,0.2187179157286059,0.0,0.6020769663326652
ENSG00000236543.3,AL354761.1,protein_coding,other,1,113,93,109,False,True,False,0.07468318584070796,0.0,7.2334,0.04138199178356211,0.28750221803616494,0.0,0.09235501307774188
ENSG00000236544.1,AC008060.3,lncRNA,other,1,113,99,104,False,True,False,0.049209734513274345,0.0,1.7771,0.04999154366881486,0.20397762861563398,0.0,0.22162383938675503
ENSG00000236545.1,AP001619.2,lncRNA,other,1,113,27,37,False,False,False,0.23883185840707968,0.193,2.6823,0.2803578724641705,0.26634242011885645,0.0,0.6495104530705955
ENSG00000236546.1,MYCL-AS1,lncRNA,other,1,113,40,61,False,False,False,0.13989115044247788,0.0824,1.3748,0.17307655444007142,0.2030923752099014,0.0,0.534816743809443
ENSG00000236548.2,RNF217-AS1,lncRNA,other,1,113,0,28,False,False,False,0.25146814159292036,0.1944,1.078,0.3077752037473043,0.20911524878407145,0.04197162155649537,0.6702532123031936
ENSG00000236549.1,RPS27AP7,processed_pseudogene,other,1,113,59,64,False,False,False,0.36074247787610614,0.0,19.7407,0.22052621564686825,0.5341265963500316,0.0,0.8039879014896614
ENSG00000236550.1,AL109809.3,unprocessed_pseudogene,other,1,113,108,108,False,True,False,0.017994690265486724,0.0,1.0125,0.020349188819113878,0.11321615118853398,0.0,0.0
ENSG00000236552.2,RPL13AP5,processed_pseudogene,other,1,113,0,0,False,False,False,68.70370353982301,54.2343,418.2253,5.847627608611226,0.8491056858524805,4.554109907354794,7.294372312160264
ENSG00000236554.1,ASNSP3,processed_pseudogene,other,1,113,35,62,False,False,False,0.16426017699115047,0.0869,3.103,0.18542112450031503,0.27465781280408597,0.0,0.5444819497649909
ENSG00000236555.1,AC115115.1,processed_pseudogene,other,1,113,106,107,False,True,False,0.015013274336283185,0.0,0.5612,0.018860290347665926,0.08285343693421936,0.0,0.1521093937390717
ENSG00000236556.1,AC025038.1,lncRNA,other,1,113,108,108,False,True,False,0.02044867256637168,0.0,0.9265,0.02315072352717722,0.12127706260885304,0.0,0.0
ENSG00000236559.1,BCL2L1-AS1,lncRNA,other,1,113,23,23,False,False,False,0.4921141592920354,0.3571,2.5093,0.5055208563365309,0.43651865105382587,0.0,1.2632251517319824
ENSG00000236562.4,IFITM3P1,processed_pseudogene,other,1,113,16,16,False,False,False,0.7618946902654867,0.4871,6.5281,0.6874564365865278,0.5636443856768127,0.0,1.7329066135745588
ENSG00000236564.1,YWHAQP5,processed_pseudogene,other,1,113,68,107,False,True,False,0.027016814159292035,0.0,0.4224,0.036735617201516975,0.06835893525661701,0.0,0.134148126966826
ENSG00000236565.3,HNRNPA3P5,processed_pseudogene,other,1,113,0,1,False,False,False,1.7274522123893803,1.3275,13.2516,1.2980701846867468,0.6101372797698745,0.43827167837756603,2.2955111702516047
ENSG00000236567.2,TCF3P1,processed_pseudogene,other,1,113,30,90,False,False,False,0.0670495575221239,0.0471,1.1565,0.08732529546790459,0.12437380190766116,0.0,0.2446294213690062
ENSG00000236569.3,HNRNPA1P73,processed_pseudogene,other,1,113,91,107,False,True,False,0.030630973451327433,0.0,1.5539,0.03472850023552172,0.13885425571284554,0.0,0.1198673504275117
ENSG00000236570.1,RAD23BP1,processed_pseudogene,other,1,113,18,53,False,False,False,0.19168761061946904,0.1245,2.2211,0.22647047540636783,0.25320704446349274,0.0,0.6215465449782953
ENSG00000236571.1,AC245102.1,processed_pseudogene,other,1,113,111,111,False,True,False,0.00574070796460177,0.0,0.3459,0.0071697951055904475,0.05350501620986824,0.0,0.0
ENSG00000236572.1,AC006369.2,lncRNA,other,1,113,103,103,False,True,False,0.01716725663716814,0.0,0.2961,0.022445380093076634,0.0757240980293413,0.0,0.20568495423852834
ENSG00000236574.1,AC092634.5,processed_pseudogene,other,1,113,97,97,False,False,False,0.057046902654867254,0.0,0.7955,0.06811291727713363,0.17620668057349115,0.0,0.5336133415588016
ENSG00000236576.1,AC241520.1,processed_pseudogene,other,1,113,91,107,False,True,False,0.026813274336283183,0.0,1.0977,0.03262259534803807,0.11467849109387884,0.0,0.1414657748192598
ENSG00000236577.1,SNRPGP14,processed_pseudogene,other,1,113,13,13,False,False,False,1.1142442477876107,0.941,3.7241,0.9701275736315432,0.5665498681036105,0.0,1.8568728159054448
ENSG00000236580.1,AC073626.2,processed_pseudogene,other,1,113,103,103,False,True,False,0.08026814159292035,0.0,4.8893,0.06068907391651482,0.2944624588041993,0.0,0.24532525994965357
ENSG00000236581.9,STARD13-AS,lncRNA,other,1,113,5,100,False,False,False,0.08882389380530974,0.0402,2.5999,0.10190507354771285,0.20671163499816472,0.011867712871791019,0.2773646853072011
ENSG00000236582.1,PRPF38AP2,processed_pseudogene,other,1,113,66,100,False,False,False,0.0388353982300885,0.0,0.3298,0.05277881630789556,0.0781236867917557,0.0,0.21816658929560817
ENSG00000236583.1,AP004290.1,processed_pseudogene,other,1,113,50,96,False,False,False,0.057989380530973446,0.0344,1.3229,0.07374753718932384,0.1342235445909578,0.0,0.24251963848894223
ENSG00000236590.1,MTATP6P4,unprocessed_pseudogene,other,1,113,112,113,False,True,False,0.0006238938053097344,0.0,0.0705,0.0008697769533046234,0.009204854058157894,0.0,0.0
ENSG00000236591.1,UST-AS2,lncRNA,other,1,113,18,18,False,False,False,1.4785902654867258,1.1083,5.8332,1.1172851139581481,0.7462063364552969,0.0,2.2350524495853827
ENSG00000236592.5,S100A11P2,processed_pseudogene,other,1,113,62,62,False,False,False,0.15323982300884958,0.0,1.0441,0.18176291555429022,0.2524987812373689,0.0,0.7527252099900882
ENSG00000236594.2,RPS27AP14,processed_pseudogene,other,1,113,113,113,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000236595.1,MED15P5,processed_pseudogene,other,1,113,91,109,False,True,False,0.014648672566371682,0.0,0.2122,0.02020370215361615,0.04663302075365914,0.0,0.10035873518953595
ENSG00000236596.1,CRLF3P1,processed_pseudogene,other,1,113,108,113,False,True,False,0.0017876106194690267,0.0,0.0526,0.0025268123656527557,0.01191781682270986,0.0,0.0
ENSG00000236597.1,IGHD7-27,IG_D_gene,other,1,113,103,103,False,True,False,0.5462619469026548,0.0,9.8859,0.24575692871891605,0.7990719296988985,0.0,2.567374780341233
ENSG00000236599.1,ELOCP26,processed_pseudogene,other,1,113,113,113,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000236601.2,AL732372.1,lncRNA,other,1,113,89,104,False,True,False,0.023922123893805308,0.0,0.3487,0.03174275047113005,0.08011190980009701,0.0,0.20092147864022478
ENSG00000236603.2,RANP1,processed_pseudogene,other,1,113,0,1,False,False,False,1.4529654867256638,1.0833,7.4226,1.163857331905007,0.5809093746160615,0.4608576359659936,2.159331110194742
ENSG00000236604.1,LYPLA2P3,processed_pseudogene,other,1,113,108,111,False,True,False,0.004286725663716815,0.0,0.1388,0.005889683328790955,0.02805626593225711,0.0,0.0
ENSG00000236605.1,AC023115.1,lncRNA,other,1,113,109,110,False,True,False,0.0036106194690265487,0.0,0.1057,0.00495974506047991,0.025913186816883413,0.0,0.0
ENSG00000236606.1,AC022028.1,processed_pseudogene,other,1,113,110,110,False,True,False,0.005660176991150442,0.0,0.2861,0.007364923962726643,0.045780776943117496,0.0,0.0
ENSG00000236607.3,EEF1DP8,processed_pseudogene,other,1,113,55,68,False,False,False,0.1094778761061947,0.0691,0.7153,0.13904961916713576,0.17261414576330286,0.0,0.47936921831691903
ENSG00000236608.1,EIF4A1P6,processed_pseudogene,other,1,113,65,100,False,False,False,0.034856637168141594,0.0,0.2692,0.04759235626594077,0.07168159524559471,0.0,0.18540763433664106
ENSG00000236609.4,ZNF853,protein_coding,other,1,113,0,0,False,False,False,10.565747787610619,6.4145,70.6592,3.007510941665344,1.2121454899312585,1.1827264119781273,4.974399441457938
ENSG00000236610.1,SOCS5P1,processed_pseudogene,other,1,113,112,113,False,True,False,0.00036283185840707967,0.0,0.041,0.0005130094569675216,0.005429181773441417,0.0,0.0
ENSG00000236611.1,LINC02556,lncRNA,other,1,113,58,59,False,False,False,0.19436106194690264,0.0,1.7631,0.2132136913774234,0.32320506149317485,0.0,0.9612991548191292
ENSG00000236612.1,KRTAP19-11P,unprocessed_pseudogene,other,1,113,112,112,False,True,False,0.004102654867256637,0.0,0.4636,0.004863020537961396,0.051465371856181566,0.0,0.0
ENSG00000236615.1,AC010086.2,unprocessed_pseudogene,other,1,113,113,113,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000236616.3,BAK1P2,processed_pseudogene,other,1,113,91,100,False,False,False,0.04291592920353983,0.0,1.4062,0.0504463684641383,0.154710258510282,0.0,0.2577590290364396
ENSG00000236617.2,AC127070.1,lncRNA,other,1,113,6,8,False,False,False,0.9543115044247787,0.7565,3.2901,0.874936222839728,0.5079494997658336,0.07173323081716954,1.7439540593832494
ENSG00000236618.2,PITPNA-AS1,lncRNA,other,1,113,0,0,False,False,False,1.7811150442477874,1.3174,9.5665,1.307555536563541,0.6557210858852454,0.43133261340317225,2.621529814314559
ENSG00000236620.1,XKRYP3,unprocessed_pseudogene,other,1,113,113,113,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000236626.1,MTND5P17,processed_pseudogene,other,1,113,109,113,False,True,False,0.0009230088495575221,0.0,0.0339,0.0013138896527212951,0.0069972557303530965,0.0,0.0
ENSG00000236627.1,AL590302.2,lncRNA,other,1,113,103,109,False,True,False,0.011846017699115044,0.0,0.3995,0.015220498293028921,0.06816924357040488,0.0,0.06895953723217038
ENSG00000236634.1,AC016903.1,lncRNA,other,1,113,113,113,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000236635.3,LINC02540,lncRNA,other,1,113,101,112,False,True,False,0.005199999999999999,0.0,0.1237,0.007278144802239229,0.02401217498648182,0.0,0.05658288828092398
ENSG00000236636.2,AL627308.2,processed_pseudogene,other,1,113,101,102,False,True,False,0.03810442477876106,0.0,2.4772,0.03731970313599497,0.18016085485539493,0.0,0.2008304897001041
ENSG00000236637.4,IFNA4,protein_coding,other,1,113,99,107,False,True,False,0.01291858407079646,0.0,0.402,0.01721079593814193,0.05918548256658571,0.0,0.12370455814632272
