donor_sample_id,cell_class,subtype,n_cells,library_counts,HORMAD1,HORMAD2,STAG3,REC8,SMC1B,SYCP2,SYCP3,MSH4,MSH5,candidate_mean_z,HORMAD1_log2cpm1,HORMAD1_z,HORMAD2_log2cpm1,HORMAD2_z,STAG3_log2cpm1,STAG3_z,REC8_log2cpm1,REC8_z,SMC1B_log2cpm1,SMC1B_z,SYCP2_log2cpm1,SYCP2_z,SYCP3_log2cpm1,SYCP3_z,MSH4_log2cpm1,MSH4_z,MSH5_log2cpm1,MSH5_z,eligible
CID3941,stromal,ER+,77.0,362180.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,-0.07611710298492068,0.0,-0.5785266577233207,0.0,-0.22755448660827807,1.911138568989431,0.04030313987670207,2.705340117131062,0.28865788179334523,0.0,-0.5716899148887299,2.705340117131062,0.3138919017968925,0.0,-1.0776099260089413,0.0,-0.33706024511619076,1.911138568989431,1.4645343800142347,True
CID3946,immune,TNBC,249.0,277519.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,-0.059485945216123826,3.036804637318963,1.3063913361398116,0.0,-0.22755448660827807,3.036804637318963,0.9318948163749133,3.036804637318963,0.6133553636860717,0.0,-0.5716899148887299,2.202686295602057,-0.03506619504791899,0.0,-1.0776099260089413,0.0,-0.33706024511619076,0.0,-1.1380342554758518,True
CID3946,stromal,TNBC,525.0,802297.0,0.0,1.0,5.0,2.0,0.0,2.0,1.0,0.0,0.0,0.3683530266933508,0.0,-0.5785266577233207,1.1676284642763017,5.503966759345755,2.854415836352438,0.7874324918868328,1.8044015593972693,-0.5938874985399584,0.0,-0.5716899148887299,1.8044015593972693,-0.311567989315767,1.1676284642763017,0.5545445500673878,0.0,-0.33706024511619076,0.0,-1.1380342554758518,True
CID3948,immune,ER+,1904.0,3289188.0,0.0,0.0,23.0,26.0,1.0,3.0,4.0,1.0,2.0,0.46451710802043195,0.0,-0.5785266577233207,0.0,-0.22755448660827807,2.998666206090253,0.9016870053775734,3.1545648214456974,0.7287114061110617,0.3829730817292931,-0.16703467120053572,0.9351422914990543,-0.9150351207657402,1.1480266397534367,0.5271443910158642,0.3829730817292931,4.1160418114182376,0.6853147851452025,-0.2047797054409741,True
CID3948,malignant_epithelial,ER+,261.0,2339114.0,0.0,0.0,2.0,5.0,0.0,79.0,0.0,0.0,3.0,-0.20352825945465491,0.0,-0.5785266577233207,0.0,-0.22755448660827807,0.8914383148975475,-0.767357572878552,1.6496437319104362,-0.7454858562153988,0.0,-0.5716899148887299,5.119915195805152,1.9901658861067912,0.0,-1.0776099260089413,0.0,-0.33706024511619076,1.1906381783807662,0.4833644382407259,True
CID3948,stromal,ER+,162.0,337533.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,0.17875892221884015,1.9864740226458732,0.6544603390736053,0.0,-0.22755448660827807,0.0,-1.4734275202952951,3.683774269877573,1.2471167401186343,0.0,-0.5716899148887299,3.3056816376842852,0.730667872646812,0.0,-1.0776099260089413,0.0,-0.33706024511619076,2.7918862684206798,2.663927441047945,True
CID3963,immune,TNBC,3151.0,10835757.0,3.0,0.0,72.0,133.0,4.0,31.0,8.0,0.0,12.0,0.1421640192724515,0.3526016352278617,-0.3596699164173261,0.0,-0.22755448660827807,2.934453712460465,0.8508270510285243,3.7305505180353,1.2929380243411308,0.4532785972515194,-0.09274878304409262,1.94893659477478,-0.2112272205550479,0.7976740701751207,0.037408544265577104,0.0,-0.33706024511619076,1.075494670017899,0.32656320555776686,True
CID3963,malignant_epithelial,TNBC,222.0,2853046.0,5.0,0.0,10.0,12.0,26.0,111.0,1.0,0.0,3.0,0.5406424165518127,1.4607493400050837,0.328147641197042,0.0,-0.22755448660827807,2.1715353864043077,0.24655225897670402,2.3801839102151185,-0.029860074661080822,3.3381487184592777,2.9554493217284095,5.318526071468725,2.128047804468457,0.4334964020177716,-0.47165253925165623,0.0,-0.33706024511619076,1.0366846092267545,0.2737120682329074,True
CID3963,normal_epithelial,TNBC,1.0,4595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,False
CID3963,stromal,TNBC,153.0,606448.0,0.0,0.0,1.0,9.0,0.0,6.0,0.0,0.0,0.0,-0.21336941787217187,0.0,-0.5785266577233207,0.0,-0.22755448660827807,1.4054184305760105,-0.36025603014078833,3.985547239123823,1.5427288411121365,0.0,-0.5716899148887299,3.445418954152865,0.8276779140004177,0.0,-1.0776099260089413,0.0,-0.33706024511619076,0.0,-1.1380342554758518,True
CID4040,immune,ER+,1741.0,9654093.0,1.0,0.0,160.0,97.0,2.0,33.0,13.0,2.0,9.0,0.5974006951057275,0.14219514964829652,-0.4902673759379895,0.0,-0.22755448660827807,4.135311701421334,1.8019750137656032,3.4656547973078324,1.0334503016865022,0.2716240988315086,-0.2846877177422899,2.1434715565070417,-0.07617492987640023,1.2305591011880197,0.6425113339034226,0.2716240988315086,2.8213075118268254,0.9502795853277718,0.15604660493415093,True
