dependency,depmap_column,N,beta,se,ci_low,ci_high,p,N_adjusted,beta_adjusted,se_adjusted,ci_low_adjusted,ci_high_adjusted,p_adjusted,fdr,fdr_adjusted,stronger_dependency_high_signature,annotation
SDCBP2,SDCBP2 (27111),25,-0.08084784191126121,0.050391897221217445,-0.18509142360138678,0.02339573977886436,0.12227482590368499,25,-0.12238965430377131,0.05094093727265892,-0.22803469216732644,-0.016744616440216187,0.025156114398399886,0.9996683886512429,0.9604742815784297,True,
ZNF658,ZNF658 (26149),25,0.17107098219645606,0.08074429866010933,0.004038674275272935,0.3381032901176392,0.045131991537403535,25,0.2090375264057835,0.08702199073828285,0.028564963498266094,0.3895100893133009,0.02518083126383113,0.9996683886512429,0.9604742815784297,False,
TOP1MT,TOP1MT (116447),25,-0.1969105562749692,0.07180098006071498,-0.345442200113113,-0.04837891243682538,0.011602400662292353,25,-0.1908890461081991,0.0795252307041259,-0.35581428028433926,-0.02596381193205896,0.025276583817349478,0.9996683886512429,0.9604742815784297,True,
MCEE,MCEE (84693),25,0.04043283941011185,0.048162842343465434,-0.05919959094311034,0.14006526976333405,0.4098287955686005,25,0.10047155030758428,0.04186657382239863,0.013645590411896516,0.18729751020327207,0.025306755346199278,0.9996683886512429,0.9604742815784297,False,
HLA-DMB,HLA-DMB (3109),25,0.08049311276069841,0.03947378209078722,-0.001164626973431393,0.16215085249482822,0.053086735592923706,25,0.10131622118695355,0.042222682723335625,0.013751736632371656,0.18888070574153543,0.025319543350861156,0.9996683886512429,0.9604742815784297,False,
KLK14,KLK14 (43847),25,-0.12707391290579398,0.049227379543526927,-0.22890850623949754,-0.0252393195720904,0.016690894718055554,25,-0.13079803272649368,0.05453205848454423,-0.2438906001549566,-0.01770546529803077,0.02537488476367549,0.9996683886512429,0.9604742815784297,True,
TMEM185B,TMEM185B (79134),25,-0.06623030431775473,0.04791943615541222,-0.16535921060763756,0.0328986019721281,0.18021221372616575,25,-0.11194786489348928,0.046747300978198944,-0.20889583338937906,-0.01499989639759948,0.025583398954296347,0.9996683886512429,0.9604742815784297,True,
GAS1,GAS1 (2619),25,-0.11873811647281102,0.0572560621964024,-0.23718130527802478,-0.0002949276675972695,0.04947783635706474,25,-0.14723705164539427,0.06149158887847034,-0.27476280172308,-0.01971130156770859,0.025600944339278137,0.9996683886512429,0.9604742815784297,True,
FXYD1,FXYD1 (5348),25,-0.11105091822492578,0.0603977979415882,-0.23599328258934368,0.013891446139492114,0.07891393160489009,25,-0.15123694114075611,0.06317429032186864,-0.28225240042322874,-0.020221481858283513,0.025626389771651048,0.9996683886512429,0.9604742815784297,True,
ISOC1,ISOC1 (51015),25,0.08746133338070575,0.056892211088230074,-0.03022917206052793,0.20515183882193944,0.13786029596012708,25,0.13641401493342828,0.056988890828232164,0.01822628907503547,0.2546017407918211,0.025641178798961047,0.9996683886512429,0.9604742815784297,False,
C3orf38,C3orf38 (285237),25,-0.37811594878728627,0.13301247377778888,-0.6532732149483723,-0.10295868262620023,0.00921721148216196,25,-0.3510347618431126,0.1466910132009529,-0.6552533034241211,-0.04681622026210408,0.025678286305431872,0.9996683886512429,0.9604742815784297,True,
OR52E8,OR52E8 (390079),24,0.10826687543957128,0.04466949903810535,0.01562800442768031,0.20090574645146225,0.02403527129297998,24,0.1175728749193762,0.04897759993621507,0.015718380010490682,0.21942736982826172,0.025718734311078524,0.9996683886512429,0.9604742815784297,False,
FAM24A,FAM24A (118670),25,0.07947961649022875,0.058441309604602615,-0.04141544338618783,0.20037467636664533,0.18701573714520553,25,0.13584763840611747,0.056828216526364286,0.017993130655072728,0.2537021461571622,0.02581791480582135,0.9996683886512429,0.9604742815784297,False,
MAP6D1,MAP6D1 (79929),25,-0.17246725932992038,0.06510488143421014,-0.3071469677842285,-0.03778755087561225,0.014339046766426092,25,-0.17240523388321646,0.07217169031501146,-0.32208015869262774,-0.02273030907380519,0.025910939503664784,0.9996683886512429,0.9604742815784297,True,
ATP13A3,ATP13A3 (79572),25,-0.06013440511833899,0.03861320442851293,-0.14001190432204846,0.01974309408537049,0.13304112604566662,25,-0.09272194165502713,0.038843521055692824,-0.173278473834991,-0.012165409475063269,0.026008853581082358,0.9996683886512429,0.9604742815784297,True,
CSGALNACT1,CSGALNACT1 (55790),25,0.048977909538886956,0.03393996634533792,-0.021232260138762442,0.11918807921653635,0.16248170954343863,25,0.07997643587516774,0.03351014965503319,0.010480639004161393,0.1494722327461741,0.026032863898096614,0.9996683886512429,0.9604742815784297,False,
CYP4B1,CYP4B1 (1580),25,0.06814602857082544,0.03747359311441326,-0.009374005015052117,0.145666062156703,0.08203375196695188,25,0.09336822636206801,0.03913992163482119,0.012196997003738677,0.17453945572039736,0.02609631217007781,0.9996683886512429,0.9604742815784297,False,
BOC,BOC (91653),25,0.11317113319017842,0.04406295222423669,0.02201997173398061,0.20432229464637625,0.01718081647032316,25,0.11636841680285177,0.04881389263510973,0.01513459952733956,0.217602234078364,0.02618481803348953,0.9996683886512429,0.9604742815784297,False,
BLOC1S6,BLOC1S6 (26258),25,-0.044729202452387616,0.02877724590393814,-0.10425947119846941,0.014801066293694182,0.13376038084388628,25,-0.0689868000144806,0.028956272610649016,-0.12903843392859227,-0.00893516610036893,0.02626763042213683,0.9996683886512429,0.9604742815784297,True,
RSPH1,RSPH1 (89765),25,0.13354444771857943,0.055873211405935944,0.01796190372513809,0.24912699171202077,0.025423173581596733,25,0.1465286225967016,0.06152211789065326,0.01893955922286006,0.27411768597054315,0.026308484432842005,0.9996683886512429,0.9604742815784297,False,
RPS10,RPS10 (6204),12,0.21193526455108547,0.10883072695509516,-0.03055470646514996,0.4544252355673209,0.08009488084476088,12,0.31590642879024455,0.11913708466641189,0.046399619350565635,0.5854132382299235,0.026405933602355658,0.9996683886512429,0.9604742815784297,False,
ECEL1,ECEL1 (9427),25,0.08346021414861642,0.035161459240475486,0.010723193897367908,0.15619723439986494,0.02634759988074756,25,0.09206909800473521,0.03868745554111159,0.011836225892289956,0.17230197011718046,0.026416120976896093,0.9996683886512429,0.9604742815784297,False,
SLCO1B1,SLCO1B1 (10599),25,0.060121864987826526,0.03252199335922243,-0.007155004080726446,0.1273987340563795,0.0774050992106073,25,0.08119949895078758,0.03412414430774725,0.010430355105680467,0.1519686427958947,0.026432300663182105,0.9996683886512429,0.9604742815784297,False,
GOLGA7,GOLGA7 (51125),25,-0.12782252364292895,0.0778018178445489,-0.288767846231491,0.03312279894563305,0.11400136750331126,25,-0.18880564775103348,0.07941002841919576,-0.353491967011096,-0.02411932849097098,0.02654170013033353,0.9996683886512429,0.9604742815784297,True,
TOB2,TOB2 (10766),25,-0.10025284628207136,0.040956085687562496,-0.18497696463262187,-0.015528727931520853,0.02242275828818653,25,-0.10743164127848988,0.04522849865230472,-0.20122980653523767,-0.013633476021742086,0.026672554574926302,0.9996683886512429,0.9604742815784297,True,
NEURL2,NEURL2 (140825),25,0.08901688671699265,0.03875721930729071,0.008841470038285948,0.16919230339569935,0.031072177424023954,25,0.10085384596714429,0.04246464532007861,0.012787561699737007,0.18892013023455156,0.026689765338106804,0.9996683886512429,0.9604742815784297,False,
SPINDOC,SPINDOC (144097),25,-0.06787337242340112,0.041655449535507115,-0.1540442351204542,0.018297490273651962,0.11684951461970612,25,-0.10078241143557874,0.042455779146338496,-0.18883030838405104,-0.01273451448710644,0.026757665072047947,0.9996683886512429,0.9604742815784297,True,
PAX7,PAX7 (5081),25,-0.05587118570530939,0.03230938507585696,-0.12270824103044026,0.010965869619821482,0.0971645671768078,25,-0.07928475275927672,0.03340461903725438,-0.14856169252423232,-0.01000781299432113,0.026777955147993557,0.9996683886512429,0.9604742815784297,True,
ISCU,ISCU (23479),25,0.33993570518337257,0.14544101329893686,0.03906804615546994,0.6408033642112752,0.028493612592098205,25,0.3791868462730497,0.15976625235667236,0.047851918350590605,0.7105217741955088,0.026782635597022764,0.9996683886512429,0.9604742815784297,False,
SYT8,SYT8 (90019),25,-0.07329969804891581,0.036043745184488274,-0.14786186583281213,0.0012624697349805092,0.05368298654540525,25,-0.09168122581247469,0.03864703838676712,-0.17183027787704364,-0.011532173747905744,0.026846622538695884,0.9996683886512429,0.9604742815784297,True,
COL5A1,COL5A1 (1289),25,0.06781199219619177,0.035436643732759114,-0.005494290549288572,0.14111827494167212,0.06819591426758458,25,0.08897242206846256,0.03750735802385575,0.011186922414554587,0.16675792172237053,0.02685455039788943,0.9996683886512429,0.9604742815784297,False,
RAB11FIP5,RAB11FIP5 (26056),25,0.06805247588977263,0.039875546131070215,-0.014436376083881305,0.15054132786342656,0.10136039545791552,25,0.09747374158822726,0.04111407882175877,0.012208360808098923,0.1827391223683556,0.02693056606837983,0.9996683886512429,0.9604742815784297,False,
NCOA3,NCOA3 (8202),25,-0.02251076399019304,0.04732923642358781,-0.12041874911317002,0.07539722113278394,0.6388308972785537,25,-0.08895790619318962,0.03752514488085585,-0.16678029353079277,-0.01113551885558646,0.026941547024792668,0.9996683886512429,0.9604742815784297,True,
CTNNA3,CTNNA3 (29119),25,0.060120922377191736,0.036238005506170116,-0.014843103499554179,0.13508494825393766,0.11068055763832647,25,0.08796627149785224,0.03711627948238112,0.010991819098543673,0.1649407238971608,0.02697631481281665,0.9996683886512429,0.9604742815784297,False,
NUDT11,NUDT11 (55190),24,-0.10858874528024835,0.06797602143745271,-0.24956238540264747,0.03238489484215078,0.12442904741334022,24,-0.16207415208290693,0.06815440295154762,-0.3038089920400932,-0.020339312125720654,0.02697828144369849,0.9996683886512429,0.9604742815784297,True,
CNTNAP1,CNTNAP1 (8506),25,0.08499578988739641,0.0335474953454515,0.015597508330530821,0.15439407144426198,0.01856255399666837,25,0.08800911328837999,0.03715171515715812,0.010961171797508384,0.1650570547792516,0.027040305222432726,0.9996683886512429,0.9604742815784297,False,
MSI1,MSI1 (4440),25,0.07395443554843205,0.037412733831312876,-0.0034397010182952437,0.15134857211515934,0.06018358869143416,25,0.09449304814480762,0.03989489987259573,0.011756089752304036,0.1772300065373112,0.02706123067176174,0.9996683886512429,0.9604742815784297,False,
VRK2,VRK2 (7444),25,-0.06698154659633172,0.05130163525671623,-0.17310706479707952,0.03914397160441607,0.204584107945075,25,-0.11744323051406208,0.049585732604448686,-0.22027774591471821,-0.01460871511340596,0.027064774572327522,0.9996683886512429,0.9604742815784297,True,
KDELR2,KDELR2 (11014),25,-0.11500185970946873,0.05598162622443356,-0.23080867684227735,0.0008049574233398998,0.05148375141096467,25,-0.1425093453127831,0.06017293493668676,-0.26730037449471833,-0.017718316130847844,0.027073965366530547,0.9996683886512429,0.9604742815784297,True,
CHP2,CHP2 (63928),25,0.06476231578326623,0.04164490103906806,-0.021386725686349722,0.15091135725288218,0.13357418549333658,25,0.09947652272100686,0.042002832277826925,0.012367980084332167,0.18658506535768155,0.027074006607273042,0.9996683886512429,0.9604742815784297,False,
MEA1,MEA1 (4201),25,-0.08202488049572669,0.049392586586229435,-0.1842012306356116,0.020151469644158246,0.11035269729783567,25,-0.11986113426349305,0.050616383968304916,-0.22483308977004918,-0.014889178756936947,0.027091302754596796,0.9996683886512429,0.9604742815784297,True,
SEMG1,SEMG1 (6406),25,-0.05811283217349737,0.047050796059822785,-0.15544481951892397,0.03921915517192924,0.22925899259931065,25,-0.10626591810247125,0.04488105824543707,-0.19934353605671462,-0.013188300148227902,0.027109114162325747,0.9996683886512429,0.9604742815784297,True,
GRAMD2A,GRAMD2A (196996),25,-0.08966235285381094,0.05719672446937691,-0.20798279221842844,0.028658086510806563,0.13062775980442207,25,-0.13683040456245926,0.0578158045369079,-0.2567330444907553,-0.01692776463416322,0.027170768265246482,0.9996683886512429,0.9604742815784297,True,
NIBAN3,NIBAN3 (199786),25,-0.1359645130588551,0.08397977171841842,-0.3096899069454151,0.037760880827704874,0.11907654530510628,25,-0.20247509302195602,0.08555449447072189,-0.37990425494292906,-0.025045931100982965,0.027173067113979345,0.9996683886512429,0.9604742815784297,True,
WFDC3,WFDC3 (140686),25,0.06453272672766786,0.0427892294964596,-0.023983538514150193,0.1530489919694859,0.14512981106656686,25,0.10140129216069835,0.04284865895557217,0.012538612356933057,0.19026397196446365,0.027180199863823612,0.9996683886512429,0.9604742815784297,False,
MDFIC,MDFIC (29969),25,0.055920193524480646,0.03398690640382898,-0.014387079062399805,0.1262274661113611,0.11349783241551983,25,0.0822309495784719,0.03476583936380765,0.010131011638793971,0.15433088751814983,0.027251107528556483,0.9996683886512429,0.9610843355937362,False,
PPP2R1A,PPP2R1A (5518),25,-0.6333708680110617,0.20800835753251845,-1.0636689398514707,-0.2030727961706526,0.005749302708377744,25,-0.5260453999606066,0.22285038402893664,-0.9882088095702852,-0.06388199035092795,0.02752906769333264,0.9996683886512429,0.9647647954165218,True,
TOMM7,TOMM7 (54543),25,-0.09709406478866979,0.03849226884404954,-0.17672138967520862,-0.017466739902130976,0.019027382264317452,25,-0.10058055791668698,0.042627017215875654,-0.18898358088577227,-0.012177534947601681,0.027586888294744753,0.9996683886512429,0.9647647954165218,True,
PCTP,PCTP (58488),25,0.05121292014814319,0.035935551559493864,-0.023125432070009624,0.12555127236629599,0.16754885995241828,25,0.08383652162760152,0.03553590739699662,0.010139560333439171,0.1575334829217639,0.02760714421605459,0.9996683886512429,0.9647647954165218,False,
MAPRE1,MAPRE1 (22919),25,-0.13311009521947462,0.07188380156148587,-0.28181306838549447,0.015592877946545236,0.07694410110827446,25,-0.17841281361867758,0.07566314876950446,-0.3353285800845677,-0.021497047152787496,0.027679029736161535,0.9996683886512429,0.9647647954165218,True,
CXCL11,CXCL11 (6373),25,-0.07342874730017306,0.04033826688512529,-0.15687481008320187,0.01001731548285574,0.08174815243213751,25,-0.09972433051008942,0.042296754573949,-0.18744243068074817,-0.012006230339430643,0.027694291571754192,0.9996683886512429,0.9647647954165218,True,
OTUD3,OTUD3 (23252),25,-0.12805730160923273,0.0593597378002812,-0.25085227496226326,-0.005262328256202237,0.041668107337613655,25,-0.15194569211524125,0.06446891657559391,-0.2856460419183162,-0.01824534231216632,0.027744428122573852,0.9996683886512429,0.9647647954165218,True,
KRCC1,KRCC1 (51315),25,-0.1221851700298864,0.050301360598515095,-0.2262414624464371,-0.018128877613335675,0.023360160434766093,25,-0.13089786097004044,0.05555364812266378,-0.2461090756354493,-0.015686646304631596,0.027782397178922502,0.9996683886512429,0.9647647954165218,True,
SLC26A8,SLC26A8 (116369),25,-0.12619947659669137,0.04897889890864726,-0.22752004857400937,-0.024878904619373365,0.016869063306699423,25,-0.12789432590264826,0.05428726277066506,-0.2404792180929588,-0.015309433712337714,0.027803844703225902,0.9996683886512429,0.9647647954165218,True,
NACC2,NACC2 (138151),25,0.07731960052097449,0.04466600259701537,-0.015079065678337986,0.16971826672028695,0.09683624988720943,25,0.10907250058233457,0.046309972185277895,0.013031496491902717,0.20511350467276643,0.02784010935646025,0.9996683886512429,0.9647647954165218,False,
DFFA,DFFA (1676),25,-0.07810539784438125,0.04826414196617999,-0.17794738243306446,0.02173658674430197,0.11923326172245309,25,-0.11596250793236852,0.049255614625130485,-0.21811240054648573,-0.0138126153182513,0.027897803739742388,0.9996683886512429,0.9647743494324685,True,
RPL7,RPL7 (6129),25,0.3643563172842924,0.14850345613100904,0.0571535125853504,0.6715591219832344,0.022144403222292053,25,0.3863339007486969,0.16417540466416544,0.045854950603441025,0.7268128508939528,0.027964713516798023,0.9996683886512429,0.9647743494324685,False,
ZCCHC18,ZCCHC18 (644353),25,0.08186845632752246,0.03769393120786644,0.003892618667757766,0.15984429398728717,0.040421293195511604,25,0.09645994115978238,0.041002217011290615,0.011426547575710932,0.18149333474385382,0.02800193467877225,0.9996683886512429,0.9647743494324685,False,
CCDC157,CCDC157 (550631),25,0.048005331650713495,0.027838875479705344,-0.009583769975886981,0.10559443327731396,0.09805218090422403,25,0.06782188620383911,0.02885807576404924,0.007973900085243818,0.1276698723224344,0.02814366513759478,0.9996683886512429,0.9667260722976009,False,
GTPBP4,GTPBP4 (23560),25,0.2515682633210055,0.1980677747074486,-0.15816614620632202,0.6613026728483331,0.21674413012965305,25,0.4482968964180326,0.19084911538878324,0.052500055979929405,0.8440937368561359,0.02821743616041802,0.9996683886512429,0.9667260722976009,False,
CKAP2L,CKAP2L (150468),25,-0.12648300493596523,0.061384708888115924,-0.25346695014072357,0.0005009402687931042,0.05083733605018655,25,-0.15526615217611456,0.06616789939588344,-0.29248997669301957,-0.018042327659209573,0.02836288483589611,0.9996683886512429,0.9667260722976009,True,
ZYG11A,ZYG11A (440590),25,0.07288657565727011,0.02814663560169824,0.014660823712125536,0.13111232760241467,0.016389246115076674,25,0.0732119824347678,0.031201298706147535,0.008504449364460043,0.13791951550507556,0.02836940059064101,0.9996683886512429,0.9667260722976009,False,
DNMT3L,DNMT3L (29947),25,-0.06342044113066404,0.03355569278694058,-0.13283568038725196,0.005994798125923892,0.07142536679522302,25,-0.08332631107737572,0.03553898646627867,-0.1570296579703963,-0.009622964184355112,0.028478130155835907,0.9996683886512429,0.9667260722976009,True,
KIF23,KIF23 (9493),25,-0.4375134262917418,0.18094938888894446,-0.8118357567175314,-0.06319109586595223,0.023936504056114007,25,-0.46799168640857175,0.1998841659630377,-0.882526074899772,-0.05345729791737153,0.02868088468322348,0.9996683886512429,0.9667260722976009,True,
PIGS,PIGS (94005),25,-0.1156854022863664,0.05614039550424869,-0.23182065869816532,0.0004498541254325389,0.0508220758613047,25,-0.1416607774120418,0.06056081511699717,-0.26725622085349654,-0.016065333970587042,0.028813411025877422,0.9996683886512429,0.9667260722976009,True,
RADIL,RADIL (55698),25,0.05943855499207208,0.041994988395967825,-0.027434697352706053,0.14631180733685023,0.17035786913263556,25,0.09730087140324463,0.04160096353662958,0.011025753525771592,0.18357598928071767,0.028828136958042778,0.9996683886512429,0.9667260722976009,False,
ATP2C1,ATP2C1 (27032),25,-0.16453766341415216,0.07896769951001173,-0.3278947959828219,-0.001180530845482447,0.04849799519970759,25,-0.19955707734127293,0.08537943275823018,-0.37662318349148827,-0.022490971191057585,0.028927225105100818,0.9996683886512429,0.9667260722976009,True,
C1QTNF7,C1QTNF7 (114905),25,0.07704780930104305,0.04174379866608507,-0.009305817497354027,0.16340143609944013,0.07784360507516234,25,0.1028665328533774,0.04402677950766463,0.011560580565883341,0.19417248514087143,0.028979166545914675,0.9996683886512429,0.9667260722976009,False,
POGLUT2,POGLUT2 (79070),25,0.11616096201741902,0.054551700846007,0.0033121709010238143,0.22900975313381422,0.044147753494513865,25,0.13832784942194573,0.05922284019244722,0.015507196142046029,0.2611485027018454,0.029024567073803107,0.9996683886512429,0.9667260722976009,False,
SLC6A15,SLC6A15 (55117),25,0.05498762078312231,0.03407169213858258,-0.015495044459211134,0.12547028602545576,0.12019083437847736,25,0.08134996546438969,0.03485580490550668,0.009063450410742746,0.15363648051803663,0.029137014023146425,0.9996683886512429,0.9667260722976009,False,
EPHB2,EPHB2 (2048),25,-0.06297869208257574,0.03680558225145872,-0.13911683991295978,0.013159455747808302,0.10051486543582257,25,-0.08902575555402242,0.03818479621024572,-0.1682161760178543,-0.00983533509019055,0.02928950736906231,0.9996683886512429,0.9667260722976009,True,
RASAL2,RASAL2 (9462),25,-0.0885307029146118,0.0395184736240166,-0.17028089412907788,-0.006780511700145736,0.035030568110340145,25,-0.10084541442612042,0.04327768315707075,-0.19059783596685265,-0.011092992885388203,0.02936747752618973,0.9996683886512429,0.9667260722976009,True,
XDH,XDH (7498),25,-0.06784767835269132,0.03253646120632004,-0.13515447644324913,-0.000540880262133489,0.04833231702174542,25,-0.08203709765014303,0.03520787745342021,-0.1550537664788562,-0.009020428821429866,0.029374748379297603,0.9996683886512429,0.9667260722976009,True,
ESD,ESD (2098),25,0.06396285521598279,0.04302035629929423,-0.025031532245490942,0.15295724267745653,0.1506476411317686,25,0.10060961310757724,0.04318964641531594,0.01103976859455634,0.19017945762059812,0.02941181590407591,0.9996683886512429,0.9667260722976009,False,
MAPRE3,MAPRE3 (22924),25,0.06660115575278126,0.037690518180263026,-0.011367621521457053,0.1445699330270196,0.09048777982474576,25,0.09177700176386862,0.039404081234626555,0.01005793892587463,0.17349606460186262,0.02943434171945917,0.9996683886512429,0.9667260722976009,False,
ALS2CL,ALS2CL (259173),25,0.04840292866338677,0.03522246090479563,-0.024460283145005847,0.12126614047177939,0.18262189571311715,25,0.08082740691695499,0.034704318218247154,0.008855056024161576,0.15279975780974842,0.02944022278260944,0.9996683886512429,0.9667260722976009,False,
RNF114,RNF114 (55905),25,0.10271344009601095,0.043033442098253924,0.013691982596930843,0.19173489759509105,0.025605863644432878,25,0.11062760767870507,0.047504167962208764,0.01210999312869157,0.20914522222871856,0.02945476032826989,0.9996683886512429,0.9667260722976009,False,
SMIM14,SMIM14 (201895),25,-0.040685485100874025,0.02702891700096178,-0.0965990599562982,0.015228089754550152,0.145868448142955,25,-0.06333394319373294,0.027231485393927658,-0.11980858735122105,-0.006859299036244819,0.029645361676337693,0.9996683886512429,0.9667260722976009,True,
RELT,RELT (84957),25,0.07741161692796474,0.05697914124612053,-0.04045871724596396,0.19528195110189345,0.18745123282279724,25,0.13025017085628246,0.05603069191736369,0.014049627912834733,0.2464507137997302,0.029717200472371006,0.9996683886512429,0.9667260722976009,False,
MCCC2,MCCC2 (64087),25,0.07219467039620611,0.05515442953200436,-0.0419009600034954,0.18629030079590764,0.20347754252151015,25,0.12494293984904113,0.05376709248319185,0.013436814808645156,0.23644906488943712,0.029770311554642957,0.9996683886512429,0.9667260722976009,False,
STYXL2,STYXL2 (92235),25,-0.11369415376474315,0.05861745809072879,-0.23495360454754843,0.007565297018062134,0.064789956553096,25,-0.14539378450503712,0.06258108383888394,-0.2751790088387417,-0.015608560171332525,0.029801574194458582,0.9996683886512429,0.9667260722976009,True,
IBTK,IBTK (25998),25,-0.07907285935934649,0.04000099655233394,-0.16182122530167792,0.0036755065829849193,0.060177111949914125,25,-0.09957729856048922,0.04287488445149297,-0.1884943667139371,-0.010660230407041352,0.029850806696593072,0.9996683886512429,0.9667260722976009,True,
RPL3L,RPL3L (6123),25,-0.0868460317895916,0.07634226812971391,-0.24477204575277525,0.07107998217359204,0.26700515585286944,25,-0.16730665351312438,0.07204501512633646,-0.3167188700603709,-0.017894436965877836,0.029867108696942708,0.9996683886512429,0.9667260722976009,True,
HTR1A,HTR1A (3350),25,0.06589038756152972,0.03642349782568408,-0.009457358413653041,0.1412381335367125,0.08354127812197601,25,0.08897139898146254,0.03831542134324779,0.00951007857230629,0.1684327193906188,0.02987811382226285,0.9996683886512429,0.9667260722976009,False,
FAM221B,FAM221B (392307),25,-0.08496635825120483,0.03626126128328483,-0.15997849236826528,-0.00995422413414436,0.028134968899799346,25,-0.09275583986797659,0.03996673902778502,-0.1756417835496482,-0.009869896186304947,0.029957620068317172,0.9996683886512429,0.9667260722976009,True,
EMC3,EMC3 (55831),25,0.2274007060304974,0.16540036983550718,-0.11475602779584848,0.5695574398568433,0.1824248838153493,25,0.3787210936173994,0.16323393422851556,0.040194633652865686,0.7172475535819332,0.030002995769689764,0.9996683886512429,0.9667260722976009,False,
DNAJB9,DNAJB9 (4189),25,-0.09714991211830423,0.04269337226514222,-0.18546788156904387,-0.008831942667564582,0.0325095318213417,25,-0.10871404715065451,0.0468953013582806,-0.20596894964883522,-0.011459144652473816,0.03012311652681197,0.9996683886512429,0.9667260722976009,True,
MVP,MVP (9961),25,0.11659528234151635,0.053835084532461795,0.005228925015886884,0.22796163966714583,0.040940888243129976,25,0.13607416982912468,0.058702533214387786,0.014332567178064956,0.2578157724801844,0.030135901692168284,0.9996683886512429,0.9667260722976009,False,
NLRP11,NLRP11 (204801),25,0.08299458335520592,0.040814510593513084,-0.0014366645995934763,0.16742583131000532,0.053701849302869975,25,0.10191752271012275,0.04402313833055071,0.010619121761780731,0.19321592365846477,0.03032429249232933,0.9996683886512429,0.9667260722976009,False,
MS4A6E,MS4A6E (245802),25,0.07359073113977335,0.03297631299255017,0.00537403030417416,0.14180743197537254,0.035672186363830335,25,0.08361804709496097,0.03613448436693008,0.00867971314378603,0.1585563810461359,0.030389347855078457,0.9996683886512429,0.9667260722976009,False,
IZUMO2,IZUMO2 (126123),25,-0.08947203740031566,0.04879287700313081,-0.1904077937470824,0.011463718946451082,0.07967023493756246,25,-0.1192308187670861,0.0515357764581513,-0.22610947759716782,-0.012352159937004378,0.030423151262982954,0.9996683886512429,0.9667260722976009,True,
TP53I3,TP53I3 (9540),25,0.047662251925005956,0.03892283441738387,-0.03285576571159534,0.12818026956160725,0.23314635722310284,25,0.08657698617869058,0.037423857713789546,0.008964655568990537,0.16418931678839063,0.030432011114892417,0.9996683886512429,0.9667260722976009,False,
TYW3,TYW3 (127253),25,0.06049115250459233,0.03199952932167223,-0.005704917356512171,0.12668722236569685,0.07137361035078606,25,0.07861309962274167,0.03403404344389508,0.008030813532572456,0.14919538571291088,0.03066368381946005,0.9996683886512429,0.9667260722976009,False,
B3GNT9,B3GNT9 (84752),25,0.10731890924325777,0.045186591038287253,0.013843323803012023,0.20079449468350352,0.02626863119909386,25,0.1150124926653307,0.049911119065367784,0.01150316704671385,0.21852181828394757,0.031022202671550113,0.9996683886512429,0.9667260722976009,False,
CTNNA1,CTNNA1 (1495),25,-0.14066287950285278,0.07495296456448028,-0.29571490007263357,0.014389141066928013,0.07330639623993411,25,-0.18351207737131728,0.07965293114656544,-0.3487021460557922,-0.01832200868684236,0.031051753562586878,0.9996683886512429,0.9667260722976009,True,
RSBN1L,RSBN1L (222194),25,-0.06776992018622756,0.029242614084331424,-0.1282628763603268,-0.007276964012128337,0.029726973990695182,25,-0.07421936887901331,0.03222078095608495,-0.14104117873067246,-0.007397559027354159,0.031080234912429356,0.9996683886512429,0.9667260722976009,True,
UPF1,UPF1 (5976),25,-0.18271030534091734,0.11583041044762132,-0.4223237654313503,0.056903154749515655,0.12836076452107226,25,-0.2727357819029589,0.11840282648635225,-0.518288214916717,-0.02718334888920082,0.031080634211346027,0.9996683886512429,0.9667260722976009,True,
NOL6,NOL6 (65083),25,0.16145983803294373,0.11486331127511898,-0.07615302499426235,0.3990727010601498,0.17318774213467789,25,0.26322687346467755,0.11427711554167735,0.026230641265037574,0.5002231056643175,0.03108380586001003,0.9996683886512429,0.9667260722976009,False,
DDR1,DDR1 (780),25,0.06084111398258745,0.05453883214070584,-0.05198105618865025,0.17366328415382515,0.27613267375879885,25,0.11841971811145209,0.05143563704584815,0.011748735711581595,0.22509070051132257,0.031157478403404333,0.9996683886512429,0.9667260722976009,False,
RMND5B,RMND5B (64777),25,0.05648583347849612,0.041427839908277184,-0.029214182830983135,0.14218584978797538,0.1859310055533762,25,0.09422496317604892,0.04093085109520396,0.009339573443315888,0.17911035290878197,0.031173097178181487,0.9996683886512429,0.9667260722976009,False,
MSRB3,MSRB3 (253827),25,0.09210306532229114,0.0438088754448667,0.0014775017293677944,0.18272862891521446,0.04666877055732925,25,0.10956569376871246,0.047598383834455374,0.010852687458677637,0.20827870007874727,0.031184567044573074,0.9996683886512429,0.9667260722976009,False,
MARCHF5,MARCHF5 (54708),24,-0.44171490974586464,0.20524515300689583,-0.8673673048847046,-0.01606251460702468,0.04262041216573563,24,-0.5137288981297696,0.22247316115969207,-0.9763871641577937,-0.05107063210174562,0.031196736032932108,0.9996683886512429,0.9667260722976009,True,
MED24,MED24 (9862),25,0.2998473182994105,0.10621611863397237,0.08012253613807191,0.5195721004607492,0.009646052024471332,25,0.2673288091856688,0.11636981586746918,0.025992582141175224,0.5086650362301623,0.03149220884239455,0.9996683886512429,0.9667260722976009,False,
