row_index,fitted,residual,cooks_distance,leverage,influential,outcome,PD_ID,RBA,F_expression_column
87,62.326568152376936,-36.326568152376936,0.014118096349776578,0.012583257447590958,False,scarHRD_score,PD31160a,S004386.l.r.m.c.lib.g.k2.a.t,F3111
88,54.7691874273709,-17.769187427370902,0.0012998203391012086,0.004917350989313874,False,scarHRD_score,PD31161a,S004409.l.r.m.c.lib.g.k2.a.t,F1808
89,47.50206712283898,-14.50206712283898,0.0011281559017205939,0.006388620931959278,False,scarHRD_score,PD31163a,S004450.l.r.m.c.lib.g.k2.a.t,F3114
90,64.76438858497735,-38.764388584977354,0.02198993949656096,0.017056122659019814,True,scarHRD_score,PD31164a,S004481.l.r.m.c.lib.g.k2.a.t,F3116
91,39.388637878418955,15.611362121581045,0.003830646609103211,0.018274087941039175,False,scarHRD_score,PD31165a,S004511.l.r.m.c.lib.g.k2.a.t,F446
92,46.56602300946024,21.43397699053976,0.0027852426681590384,0.007208392450059631,False,scarHRD_score,PD31166a,S004512.l.r.m.c.lib.g.k2.a.t,F447
93,49.825443295631665,8.174556704368335,0.00027837323569786856,0.004975438558855078,False,scarHRD_score,PD31167a,S004528.l.r.m.c.lib.g.k2.a.t,F3120
94,55.20466408170574,35.79533591829426,0.005477564295172677,0.005104512022619952,False,scarHRD_score,PD31169a,S004575.l.r.m.c.lib.g.k2.a.t,F1012
95,43.48129779186216,-15.481297791862161,0.0022193955339568283,0.010927995478269802,False,scarHRD_score,PD31170a,S004648.l.r.m.c.lib.g.k2.a.t,F1828
96,48.51129916431963,31.48870083568037,0.004710302963607933,0.005665897768063834,False,scarHRD_score,PD31171a,S004671.l.r.m.c.lib.g.k2.a.t,F1015
97,47.628583968922406,-45.628583968922406,0.010991588529527883,0.00628885398604106,False,scarHRD_score,PD31172a,S004674.l.r.m.c.lib.g.k2.a.t,F1825
98,47.42405763454198,-26.42405763454198,0.0037827983951369154,0.006451446209194829,False,scarHRD_score,PD31173a,S004681.l.r.m.c.lib.g.k2.a.t,F3131
99,52.27571235722947,-33.27571235722947,0.004116676553165091,0.004445157064243215,False,scarHRD_score,PD31174a,S004703.l.r.m.c.lib.g.k2.a.t,F1833
100,53.883706953757475,27.116293046242525,0.0028501801344057694,0.00463279450077612,False,scarHRD_score,PD31175a,S004724.l.r.m.c.lib.g.k2.a.t,F460
101,54.90788468195829,13.092115318041706,0.0007137646146170046,0.004973582218132128,False,scarHRD_score,PD31176a,S004726.l.r.m.c.lib.g.k2.a.t,F431
102,59.05045915098625,-12.05045915098625,0.0009921399981666493,0.008108836075582562,False,scarHRD_score,PD31177a,S004739.l.r.m.c.lib.g.k2.a.t,F3135
103,50.032995673665035,28.967004326334965,0.0034365015971572596,0.004892313207830325,False,scarHRD_score,PD31178a,S004758.l.r.m.c.lib.g.k2.a.t,F1839
104,59.842374052449,-1.8423740524490029,2.5870541843273816e-05,0.009028935782910016,False,scarHRD_score,PD31179a,S004771.l.r.m.c.lib.g.k2.a.t,F3139
105,55.966733919178644,-0.9667339191786439,4.31376557112518e-06,0.005506946329716071,False,scarHRD_score,PD31181a,S004819.l.r.m.c.lib.g.k2.a.t,F3134
106,54.413905250156624,21.586094749843376,0.0018671551815869238,0.004787716441853992,False,scarHRD_score,PD35926a,S000002.l.r.m.c.lib.g.k2.a.t,F2621
107,44.5119014940112,-33.5119014940112,0.009025769703502797,0.009511514584284338,False,scarHRD_score,PD35927a,S000003.l.r.m2.c.lib.g.k2.a.t,F2632
108,67.00647387050135,-4.0064738705013525,0.00030651120173404996,0.022031116373966843,False,scarHRD_score,PD35928a,S000012.l.r.m.c.lib.g.k2.a.t,F2623
109,60.30341574752425,23.696584252475752,0.004561532288816976,0.009612020441731234,False,scarHRD_score,PD35929a,S000039.l.r.m.c.lib.g.k2.a.t,F2636
110,58.481929755866446,17.518070244133554,0.0019399885820948419,0.007511766669832635,False,scarHRD_score,PD35930a,S000049.l.r.m.c.lib.g.k2.a.t,F2637
111,46.443205008939884,-2.4432050089398842,3.6791420652321746e-05,0.007326628834428517,False,scarHRD_score,PD35931a,S000054.l.r.m.c.lib.g.k2.a.t,F2639
112,62.84164945354571,11.158350546454287,0.0014260041102392555,0.013447027820012083,False,scarHRD_score,PD35932a,S000185.l.r.m3.c.lib.g.k2.a.t,F575
113,56.08087449808274,12.919125501917257,0.0007800748286147217,0.005575430813894012,False,scarHRD_score,PD35933a,S000186.l.r.m3.c.lib.g.k2.a.t,F576
114,41.52062649089845,4.479373509101549,0.00024135460317134088,0.014104178410974173,False,scarHRD_score,PD35934a,S000193.l.r.m3.c.lib.g.k2.a.t,F577
115,47.84186865986444,27.15813134013556,0.0037922191712227264,0.006126613631067756,False,scarHRD_score,PD35935a,S000200.l.r.m2.c.lib.g.k2.a.t,F6
116,43.994986534302456,-27.994986534302456,0.006764080548138104,0.010200176762520545,False,scarHRD_score,PD35936a,S000204.l.r.m2.c.lib.g.k2.a.t,F1405
117,36.40123801733856,10.598761982661443,0.0024873090802267754,0.025372402672177212,False,scarHRD_score,PD35937a,S000209.l.r.m2.c.lib.g.k2.a.t,F578
