gene,mean,variance,fraction_FPKM_ge_0_1
AC007365.1,-3.0408435045557978,0.14325209955781756,0.04888888888888889
AC007386.2,-2.6369114909867473,0.11256329230458173,0.17777777777777778
AC007392.3,-3.0782011492343346,0.23723524411160127,0.07555555555555556
AC007392.4,-3.254003198462186,0.0625739398823421,0.022222222222222223
AC007403.2,-3.252088170230472,0.06463374879919162,0.022222222222222223
AC007405.4,-2.430186155858604,0.39053296188566555,0.37777777777777777
AC007463.2,-3.2629166828045726,0.07428557456959774,0.02666666666666667
AC007740.1,-3.318681657178387,0.0007916825953667286,0.0
AC007750.5,-2.9651720445398673,0.11325466878005098,0.057777777777777775
AC007773.2,-0.776052748000333,1.068998078382059,0.9333333333333333
AC007879.2,-2.722384701276775,0.5759437460352439,0.28888888888888886
AC007880.1,-3.1511454730615847,0.07838291996183394,0.017777777777777778
AC007966.1,-3.1285863304828854,0.15995803001809625,0.07555555555555556
AC008697.1,-3.1185570844397708,0.07836755552426279,0.017777777777777778
AC008703.1,-3.3109655442867107,0.006485289622152786,0.0
AC009120.4,-3.244823147246613,0.04391351080364237,0.0044444444444444444
AC009227.2,-2.7679452327143634,0.13453304140313244,0.11555555555555555
AC009264.1,-2.9711862423068953,0.30429302103982064,0.08888888888888889
AC009299.3,-0.9706754335972811,2.437050274543359,0.7333333333333333
AC009473.1,-2.513592880802133,0.43976263056996456,0.38222222222222224
AC009501.4,-0.8979421814273757,1.5039616309487274,0.8533333333333334
AC009948.5,0.8552777689567077,0.5405486286372673,1.0
AC010127.3,-2.851055392260267,0.23722502204117046,0.10222222222222223
AC010226.4,0.7059397752525917,0.4788170296007352,0.9955555555555555
AC010731.4,-3.3050669697741464,0.01088369166752732,0.0044444444444444444
AC010890.1,-1.8908218917400779,1.5983744056731528,0.5777777777777777
AC010975.1,-3.300204188401162,0.05271969906871439,0.008888888888888889
AC010987.6,-3.2289021254876618,0.08502366363023797,0.03111111111111111
AC011343.1,-3.3087175066080885,0.0031795655820313416,0.0
AC011738.4,-2.9624218038508956,0.21360978837460465,0.06222222222222222
